Visitor_ID,Age,Gender,Accommodation_Type,Accommodation_Cost (INR),Travel_Mode,Travel_Cost (INR),Total_Trip_Cost (INR),Visit_Month,Group_Size,State_of_Origin,Trip_Duration (Days)
V00341,20,Male,Tent,2906,Helicopter,2061,4967,August,8,Gujarat,4
V00342,31,Male,Hotel,1330,Walk,0,1330,September,3,Uttar Pradesh,5
V00343,32,Male,Hotel,862,Walk,0,862,October,10,Delhi,3
V00344,62,Female,Hotel,2527,Palanquin,827,3354,August,1,Madhya Pradesh,2
V00345,70,Female,Hotel,1676,Palanquin,3138,4814,September,1,Rajasthan,5
V00346,61,Male,Hotel,2402,Walk,0,2402,August,10,Maharashtra,5
V00347,54,Male,Tent,1528,Helicopter,1587,3115,September,10,Madhya Pradesh,1
V00348,18,Female,Tent,4818,Horse,2734,7552,October,1,Delhi,1
V00349,36,Male,Hotel,881,Palanquin,228,1109,July,5,Madhya Pradesh,4
V00350,52,Male,Dharamshala,2180,Palanquin,7935,10115,September,3,Maharashtra,3
V00351,62,Female,Tent,2400,Walk,0,2400,May,5,Maharashtra,6
V00352,68,Male,Dharamshala,2829,Horse,102,2931,June,6,Rajasthan,1
V00353,69,Male,Hotel,1505,Horse,957,2462,May,9,Maharashtra,4
V00354,65,Male,Tent,1381,Horse,4248,5629,September,8,Maharashtra,1
V00355,23,Female,Dharamshala,1074,Helicopter,1182,2256,October,2,Madhya Pradesh,3
V00356,27,Male,Hotel,898,Palanquin,1740,2638,June,2,Rajasthan,3
V00357,48,Male,Hotel,3332,Helicopter,5688,9020,October,9,Uttar Pradesh,6
V00358,49,Female,Dharamshala,4121,Horse,1537,5658,June,3,Delhi,1
V00359,45,Male,Dharamshala,2091,Horse,3223,5314,May,8,Uttar Pradesh,2
V00360,56,Male,Tent,4320,Walk,0,4320,September,9,Delhi,2
V00361,23,Male,Hotel,828,Walk,0,828,May,1,Delhi,3
V00362,57,Female,Dharamshala,4420,Horse,2303,6723,July,6,Uttar Pradesh,3
V00363,54,Female,Tent,4469,Horse,371,4840,July,6,Delhi,3
V00364,29,Female,Dharamshala,4281,Horse,1,4282,July,10,Rajasthan,2
V00365,46,Other,Hotel,2405,Walk,0,2405,June,8,Uttar Pradesh,6
V00366,69,Female,Hotel,2106,Walk,0,2106,September,9,Rajasthan,3
V00367,27,Female,Tent,3553,Palanquin,6248,9801,August,3,Madhya Pradesh,4
V00368,52,Female,Dharamshala,3805,Horse,6509,10314,July,10,Delhi,6
V00369,66,Male,Tent,4172,Walk,0,4172,August,7,Madhya Pradesh,6
V00370,64,Female,Hotel,1896,Horse,2531,4427,August,6,Uttar Pradesh,3
V00371,23,Female,Hotel,4967,Helicopter,4449,9416,May,3,Rajasthan,3
V00372,29,Female,Tent,1633,Helicopter,1044,2677,May,3,Maharashtra,7
V00373,24,Female,Hotel,3558,Helicopter,7661,11219,May,6,Delhi,2
V00374,64,Male,Hotel,2090,Palanquin,2071,4161,September,8,Madhya Pradesh,2
V00375,54,Female,Hotel,3392,Walk,0,3392,October,8,Delhi,2
V00376,52,Female,Dharamshala,912,Walk,0,912,August,5,Maharashtra,3
V00377,20,Other,Hotel,1675,Walk,0,1675,June,2,Gujarat,2
V00378,58,Female,Hotel,4659,Walk,0,4659,July,10,Rajasthan,4
V00379,32,Female,Hotel,2800,Walk,0,2800,May,4,Rajasthan,4
V00380,27,Male,Hotel,1029,Horse,6474,7503,August,3,Maharashtra,7
V00381,30,Male,Hotel,846,Horse,5017,5863,October,4,Gujarat,5
V00382,55,Other,Tent,4300,Horse,3170,7470,August,7,Uttar Pradesh,5
V00383,55,Female,Hotel,2635,Walk,0,2635,September,1,Madhya Pradesh,6
V00384,52,Male,Hotel,3831,Horse,1559,5390,August,3,Gujarat,4
V00385,22,Female,Hotel,4677,Walk,0,4677,September,3,Uttar Pradesh,3
V00386,54,Other,Hotel,1542,Walk,0,1542,October,3,Madhya Pradesh,7
V00387,23,Male,Hotel,3917,Horse,5338,9255,September,9,Gujarat,7
V00388,63,Male,Tent,1000,Walk,0,1000,June,1,Delhi,6
V00389,47,Male,Hotel,1424,Horse,6796,8220,May,2,Delhi,3
V00390,46,Female,Hotel,680,Walk,0,680,July,6,Uttar Pradesh,7
V00391,57,Male,Hotel,3695,Helicopter,7628,11323,September,7,Delhi,6
V00392,43,Other,Hotel,1364,Horse,7923,9287,August,7,Gujarat,1
V00393,41,Female,Hotel,3901,Walk,0,3901,August,3,Rajasthan,7
V00394,37,Male,Tent,3519,Horse,5457,8976,May,5,Uttar Pradesh,3
V00395,42,Female,Tent,2583,Walk,0,2583,September,5,Maharashtra,3
V00396,41,Male,Hotel,1237,Palanquin,2139,3376,August,8,Rajasthan,2
V00397,26,Female,Dharamshala,2113,Walk,0,2113,July,1,Rajasthan,7
V00398,51,Male,Hotel,1226,Helicopter,4418,5644,August,5,Gujarat,1
V00399,59,Female,Hotel,986,Palanquin,6342,7328,October,9,Maharashtra,4
V00400,51,Female,Hotel,2404,Palanquin,1093,3497,May,1,Uttar Pradesh,4
V00401,30,Other,Tent,4441,Walk,0,4441,October,7,Maharashtra,3
V00402,28,Female,Dharamshala,1455,Horse,7069,8524,June,5,Delhi,5
V00403,65,Female,Tent,1658,Helicopter,6726,8384,July,4,Maharashtra,6
V00404,56,Female,Dharamshala,2453,Horse,5222,7675,May,1,Gujarat,7
V00405,33,Female,Hotel,739,Horse,7771,8510,July,1,Maharashtra,4
V00406,58,Male,Hotel,4402,Horse,4666,9068,September,6,Maharashtra,2
V00407,50,Male,Hotel,1624,Walk,0,1624,July,10,Madhya Pradesh,7
V00408,33,Female,Hotel,3621,Walk,0,3621,July,3,Uttar Pradesh,7
V00409,53,Female,Tent,4570,Palanquin,1255,5825,September,3,Madhya Pradesh,3
V00410,34,Female,Dharamshala,620,Horse,4776,5396,September,3,Uttar Pradesh,2
V00411,32,Male,Tent,1934,Palanquin,1495,3429,June,8,Maharashtra,3
V00412,37,Male,Tent,2777,Horse,4185,6962,September,8,Rajasthan,5
V00413,63,Female,Hotel,3994,Walk,0,3994,June,8,Delhi,5
V00414,54,Female,Hotel,3185,Walk,0,3185,August,3,Gujarat,5
V00415,26,Female,Hotel,1302,Palanquin,4003,5305,September,5,Madhya Pradesh,2
V00416,20,Male,Tent,1663,Palanquin,7190,8853,June,5,Uttar Pradesh,1
V00417,29,Male,Tent,528,Horse,930,1458,August,8,Gujarat,3
V00418,20,Female,Dharamshala,3506,Walk,0,3506,May,6,Rajasthan,7
V00419,42,Male,Hotel,2873,Palanquin,6245,9118,May,2,Rajasthan,4
V00420,18,Female,Tent,4935,Palanquin,6788,11723,September,7,Rajasthan,2
V00421,25,Female,Tent,2003,Horse,761,2764,June,4,Delhi,5
V00422,31,Female,Tent,2314,Walk,0,2314,June,10,Madhya Pradesh,5
V00423,24,Male,Tent,2534,Helicopter,7457,9991,July,5,Delhi,1
V00424,18,Female,Dharamshala,2414,Walk,0,2414,July,9,Uttar Pradesh,7
V00425,34,Male,Tent,942,Horse,3789,4731,August,9,Delhi,2
V00426,31,Female,Dharamshala,3752,Horse,5054,8806,May,3,Gujarat,7
V00427,22,Male,Hotel,3518,Palanquin,1205,4723,October,4,Madhya Pradesh,3
V00428,58,Female,Hotel,4962,Horse,5430,10392,September,10,Uttar Pradesh,4
V00429,19,Male,Tent,2919,Palanquin,6,2925,July,2,Maharashtra,3
V00430,23,Female,Hotel,306,Walk,0,306,October,10,Maharashtra,4
V00431,64,Female,Hotel,963,Horse,336,1299,October,8,Madhya Pradesh,1
V00432,33,Female,Tent,1816,Palanquin,1954,3770,August,4,Uttar Pradesh,3
V00433,26,Female,Dharamshala,2975,Walk,0,2975,May,4,Gujarat,4
V00434,43,Male,Hotel,1061,Walk,0,1061,August,8,Gujarat,6
V00435,31,Female,Tent,2672,Walk,0,2672,May,2,Gujarat,6
V00436,36,Female,Tent,2206,Horse,1239,3445,May,10,Gujarat,3
V00437,57,Female,Dharamshala,3863,Walk,0,3863,August,5,Madhya Pradesh,2
V00438,27,Male,Tent,2379,Horse,6681,9060,September,3,Maharashtra,7
V00439,28,Male,Hotel,3801,Walk,0,3801,September,3,Madhya Pradesh,1
V00440,56,Other,Dharamshala,2168,Horse,2169,4337,July,8,Madhya Pradesh,5
V00441,70,Male,Dharamshala,1864,Helicopter,1613,3477,August,5,Rajasthan,7
V00442,47,Female,Tent,4271,Horse,313,4584,October,6,Delhi,5
V00443,19,Male,Hotel,3117,Horse,714,3831,October,8,Uttar Pradesh,5
V00444,37,Male,Tent,3217,Horse,7794,11011,May,1,Madhya Pradesh,5
V00445,43,Male,Hotel,3872,Palanquin,521,4393,October,5,Rajasthan,3
V00446,53,Female,Hotel,3738,Walk,0,3738,September,2,Madhya Pradesh,3
V00447,65,Male,Hotel,597,Helicopter,2634,3231,August,4,Uttar Pradesh,4
V00448,45,Male,Tent,4804,Palanquin,2556,7360,September,5,Madhya Pradesh,6
V00449,66,Other,Dharamshala,304,Horse,7593,7897,October,10,Maharashtra,5
V00450,40,Male,Tent,1086,Walk,0,1086,September,1,Uttar Pradesh,4
V00451,34,Female,Tent,3329,Horse,2229,5558,August,2,Uttar Pradesh,6
V00452,51,Female,Hotel,2139,Walk,0,2139,July,5,Gujarat,3
V00453,60,Male,Dharamshala,4686,Walk,0,4686,June,10,Gujarat,2
V00454,24,Female,Tent,4615,Palanquin,1179,5794,October,5,Gujarat,7
V00455,45,Male,Tent,4983,Palanquin,3638,8621,October,4,Maharashtra,7
V00456,36,Female,Hotel,3461,Horse,4888,8349,October,8,Delhi,7
V00457,62,Female,Tent,1261,Walk,0,1261,September,1,Uttar Pradesh,2
V00458,54,Male,Tent,845,Walk,0,845,July,8,Delhi,6
V00459,27,Other,Tent,2017,Palanquin,7096,9113,May,4,Gujarat,5
V00460,31,Male,Tent,1875,Horse,3991,5866,August,10,Madhya Pradesh,3
V00461,49,Male,Hotel,4406,Walk,0,4406,September,10,Delhi,5
V00462,32,Female,Tent,2777,Horse,5163,7940,September,10,Uttar Pradesh,7
V00463,56,Female,Hotel,3572,Walk,0,3572,October,3,Rajasthan,6
V00464,34,Male,Hotel,2749,Helicopter,7894,10643,September,8,Delhi,6
V00465,50,Male,Tent,985,Horse,1623,2608,August,4,Rajasthan,4
V00466,59,Female,Dharamshala,346,Walk,0,346,October,4,Maharashtra,1
V00467,49,Female,Hotel,2951,Palanquin,153,3104,June,6,Uttar Pradesh,2
V00468,68,Male,Tent,4320,Horse,6635,10955,September,2,Gujarat,4
V00469,62,Male,Hotel,1516,Palanquin,3026,4542,August,5,Gujarat,3
V00470,55,Female,Hotel,4760,Horse,6177,10937,June,7,Rajasthan,5
V00471,43,Male,Hotel,1085,Walk,0,1085,July,5,Delhi,2
V00472,57,Female,Hotel,2140,Helicopter,2177,4317,May,7,Madhya Pradesh,5
V00473,54,Male,Hotel,3203,Helicopter,3021,6224,October,10,Madhya Pradesh,2
V00474,34,Male,Tent,880,Helicopter,6634,7514,October,1,Uttar Pradesh,3
V00475,64,Female,Hotel,4366,Walk,0,4366,September,3,Rajasthan,4
V00476,61,Female,Hotel,3288,Horse,3791,7079,October,6,Madhya Pradesh,3
V00477,38,Female,Hotel,1415,Palanquin,6261,7676,July,8,Madhya Pradesh,6
V00478,52,Male,Hotel,4539,Horse,4218,8757,June,10,Madhya Pradesh,4
V00479,65,Male,Tent,2077,Horse,1955,4032,August,1,Uttar Pradesh,1
V00480,65,Female,Hotel,1043,Walk,0,1043,September,6,Rajasthan,3
V00481,39,Male,Hotel,4428,Palanquin,5224,9652,August,5,Gujarat,6
V00482,44,Female,Tent,4972,Palanquin,7912,12884,August,6,Rajasthan,5
V00483,41,Male,Hotel,941,Walk,0,941,August,9,Rajasthan,6
V00484,44,Female,Hotel,1688,Walk,0,1688,June,3,Gujarat,5
V00485,27,Female,Tent,3297,Walk,0,3297,October,3,Delhi,1
V00486,41,Female,Tent,3038,Palanquin,221,3259,August,4,Uttar Pradesh,6
V00487,69,Male,Tent,3428,Walk,0,3428,July,10,Rajasthan,3
V00488,22,Male,Hotel,419,Horse,2823,3242,August,4,Gujarat,1
V00489,34,Male,Hotel,4296,Palanquin,2955,7251,July,2,Uttar Pradesh,4
V00490,57,Female,Tent,4782,Walk,0,4782,October,9,Uttar Pradesh,3
V00491,57,Male,Hotel,851,Walk,0,851,September,5,Delhi,4
V00492,30,Female,Hotel,2752,Helicopter,7095,9847,September,2,Madhya Pradesh,4
V00493,68,Male,Hotel,3129,Horse,2188,5317,August,6,Uttar Pradesh,6
V00494,28,Male,Dharamshala,3425,Walk,0,3425,August,6,Madhya Pradesh,2
V00495,62,Female,Hotel,1221,Helicopter,5181,6402,August,10,Maharashtra,1
V00496,65,Male,Tent,1536,Palanquin,2693,4229,August,5,Rajasthan,7
V00497,27,Male,Hotel,3614,Walk,0,3614,October,1,Maharashtra,2
V00498,24,Female,Dharamshala,1789,Walk,0,1789,August,10,Rajasthan,3
V00499,22,Female,Tent,2619,Walk,0,2619,July,10,Uttar Pradesh,4
V00500,63,Male,Hotel,3899,Walk,0,3899,October,3,Madhya Pradesh,7
V00501,64,Other,Hotel,4787,Walk,0,4787,October,8,Delhi,3
V00502,34,Female,Tent,4964,Horse,2301,7265,August,7,Delhi,4
V00503,21,Female,Hotel,2340,Walk,0,2340,September,10,Maharashtra,5
V00504,45,Male,Dharamshala,4284,Helicopter,5500,9784,September,8,Delhi,2
V00505,43,Male,Hotel,4094,Horse,4710,8804,October,9,Maharashtra,7
V00506,25,Male,Tent,2312,Horse,2686,4998,September,6,Delhi,6
V00507,40,Female,Tent,2400,Palanquin,6392,8792,September,1,Madhya Pradesh,5
V00508,27,Other,Dharamshala,4836,Walk,0,4836,September,7,Gujarat,2
V00509,41,Female,Hotel,627,Horse,7392,8019,July,2,Delhi,5
V00510,44,Male,Dharamshala,4557,Palanquin,2646,7203,June,9,Maharashtra,1
V00511,39,Male,Tent,1369,Palanquin,4401,5770,August,7,Gujarat,1
V00512,24,Male,Tent,4529,Horse,5230,9759,August,6,Madhya Pradesh,4
V00513,19,Male,Tent,3842,Walk,0,3842,September,5,Uttar Pradesh,5
V00514,18,Other,Tent,4396,Helicopter,7305,11701,July,2,Rajasthan,1
V00515,21,Male,Dharamshala,1385,Walk,0,1385,September,4,Delhi,7
V00516,24,Female,Tent,971,Walk,0,971,May,5,Maharashtra,4
V00517,29,Male,Hotel,3579,Walk,0,3579,October,4,Uttar Pradesh,6
V00518,47,Female,Tent,2978,Horse,5074,8052,October,9,Maharashtra,5
V00519,37,Male,Tent,878,Palanquin,5918,6796,June,5,Delhi,1
V00520,64,Female,Tent,3080,Horse,5335,8415,September,2,Maharashtra,2
V00521,59,Male,Tent,4371,Helicopter,6657,11028,July,1,Madhya Pradesh,4
V00522,32,Female,Hotel,3675,Walk,0,3675,September,2,Madhya Pradesh,2
V00523,65,Other,Tent,484,Walk,0,484,September,8,Madhya Pradesh,6
V00524,64,Male,Hotel,1125,Palanquin,6762,7887,August,7,Gujarat,6
V00525,66,Female,Hotel,4674,Palanquin,4349,9023,October,8,Madhya Pradesh,4
V00526,20,Male,Dharamshala,3405,Horse,1779,5184,May,7,Madhya Pradesh,2
V00527,43,Male,Hotel,556,Palanquin,1179,1735,August,4,Uttar Pradesh,6
V00528,49,Male,Hotel,4544,Walk,0,4544,May,9,Madhya Pradesh,4
V00529,26,Female,Dharamshala,1052,Horse,7280,8332,September,7,Delhi,1
V00530,55,Female,Tent,2388,Walk,0,2388,June,6,Madhya Pradesh,3
V00531,42,Male,Dharamshala,1203,Walk,0,1203,August,8,Gujarat,4
V00532,33,Male,Dharamshala,1190,Helicopter,3437,4627,June,6,Madhya Pradesh,6
V00533,23,Female,Dharamshala,774,Walk,0,774,August,7,Delhi,5
V00534,26,Male,Dharamshala,1574,Palanquin,1947,3521,July,10,Rajasthan,5
V00535,52,Male,Dharamshala,4038,Palanquin,7652,11690,August,2,Gujarat,7
V00536,41,Male,Tent,1483,Walk,0,1483,September,3,Gujarat,3
V00537,44,Female,Hotel,3707,Horse,4844,8551,August,8,Madhya Pradesh,6
V00538,50,Male,Dharamshala,3790,Horse,3283,7073,October,4,Uttar Pradesh,7
V00539,54,Female,Hotel,3129,Horse,2156,5285,October,6,Delhi,1
V00540,22,Female,Hotel,4198,Helicopter,3335,7533,October,7,Maharashtra,6
V00541,21,Male,Hotel,2818,Walk,0,2818,June,10,Madhya Pradesh,3
V00542,56,Female,Hotel,4263,Horse,1184,5447,June,6,Maharashtra,1
V00543,36,Female,Hotel,1785,Horse,6640,8425,August,10,Gujarat,4
V00544,22,Male,Dharamshala,1643,Horse,2290,3933,August,7,Maharashtra,2
V00545,29,Female,Tent,3734,Walk,0,3734,July,1,Madhya Pradesh,4
V00546,58,Female,Hotel,3212,Horse,6762,9974,September,6,Rajasthan,1
V00547,60,Male,Tent,3985,Horse,7069,11054,October,3,Gujarat,2
V00548,41,Male,Hotel,1746,Horse,3460,5206,May,6,Madhya Pradesh,4
V00549,41,Female,Tent,4584,Helicopter,5772,10356,October,10,Uttar Pradesh,2
V00550,54,Other,Tent,4947,Walk,0,4947,June,2,Delhi,7
V00551,70,Male,Hotel,2810,Walk,0,2810,August,10,Rajasthan,4
V00552,39,Female,Dharamshala,1085,Helicopter,877,1962,August,5,Uttar Pradesh,2
V00553,25,Male,Hotel,3809,Horse,1202,5011,August,3,Delhi,6
V00554,48,Male,Hotel,352,Horse,3487,3839,August,4,Rajasthan,7
V00555,39,Male,Hotel,4954,Horse,2656,7610,September,6,Madhya Pradesh,2
V00556,58,Male,Tent,4816,Palanquin,3892,8708,August,7,Gujarat,5
V00557,57,Male,Hotel,2255,Walk,0,2255,June,10,Maharashtra,1
V00558,46,Female,Dharamshala,2676,Palanquin,6449,9125,October,6,Madhya Pradesh,3
V00559,18,Male,Dharamshala,1367,Walk,0,1367,June,2,Delhi,6
V00560,63,Female,Dharamshala,2346,Palanquin,2301,4647,May,1,Madhya Pradesh,7
V00561,18,Male,Hotel,3418,Horse,3903,7321,June,5,Delhi,3
V00562,49,Other,Dharamshala,3709,Walk,0,3709,July,8,Madhya Pradesh,5
V00563,58,Female,Dharamshala,2206,Palanquin,3009,5215,September,6,Uttar Pradesh,6
V00564,27,Male,Hotel,1650,Horse,444,2094,September,1,Uttar Pradesh,1
V00565,60,Male,Tent,834,Horse,5881,6715,October,8,Rajasthan,4
V00566,23,Female,Hotel,1265,Palanquin,2283,3548,May,2,Gujarat,1
V00567,58,Female,Hotel,1151,Horse,5899,7050,July,2,Gujarat,6
V00568,33,Female,Tent,2257,Walk,0,2257,May,8,Madhya Pradesh,4
V00569,31,Female,Hotel,433,Horse,3255,3688,May,8,Rajasthan,4
V00570,51,Female,Dharamshala,2783,Palanquin,7302,10085,September,10,Delhi,5
V00571,49,Male,Dharamshala,4509,Palanquin,2734,7243,July,3,Uttar Pradesh,7
V00572,55,Male,Tent,954,Horse,2903,3857,May,5,Delhi,1
V00573,55,Male,Tent,704,Horse,3223,3927,July,2,Maharashtra,6
V00574,27,Female,Dharamshala,2859,Palanquin,6226,9085,June,10,Delhi,3
V00575,61,Male,Hotel,3401,Walk,0,3401,October,6,Uttar Pradesh,5
V00576,55,Female,Tent,4974,Walk,0,4974,May,1,Madhya Pradesh,1
V00577,32,Other,Tent,3048,Walk,0,3048,October,2,Rajasthan,1
V00578,63,Female,Tent,4435,Horse,4968,9403,September,4,Gujarat,3
V00579,38,Female,Hotel,1496,Helicopter,1782,3278,October,4,Delhi,6
V00580,44,Female,Tent,1716,Palanquin,1826,3542,August,4,Maharashtra,6
V00581,29,Male,Dharamshala,2261,Horse,465,2726,October,9,Delhi,2
V00582,39,Female,Dharamshala,1067,Walk,0,1067,September,8,Madhya Pradesh,2
V00583,57,Male,Hotel,3392,Horse,5055,8447,August,6,Madhya Pradesh,1
V00584,58,Male,Hotel,1027,Helicopter,3015,4042,October,3,Maharashtra,4
V00585,29,Female,Tent,4274,Walk,0,4274,October,8,Uttar Pradesh,5
V00586,50,Female,Dharamshala,1676,Walk,0,1676,September,10,Delhi,7
V00587,65,Male,Hotel,2660,Walk,0,2660,July,6,Rajasthan,7
V00588,39,Female,Hotel,1300,Walk,0,1300,August,8,Delhi,1
V00589,53,Male,Hotel,989,Walk,0,989,May,7,Rajasthan,1
V00590,39,Female,Hotel,2010,Palanquin,6931,8941,October,5,Madhya Pradesh,1
V00591,57,Female,Tent,3971,Walk,0,3971,September,3,Maharashtra,3
V00592,38,Female,Tent,1764,Horse,6369,8133,May,6,Maharashtra,7
V00593,67,Female,Hotel,1033,Palanquin,7117,8150,September,3,Delhi,4
V00594,28,Female,Tent,4981,Palanquin,2137,7118,June,4,Madhya Pradesh,2
V00595,44,Male,Hotel,1102,Helicopter,3014,4116,June,10,Madhya Pradesh,5
V00596,37,Female,Dharamshala,488,Horse,4018,4506,May,4,Rajasthan,5
V00597,33,Male,Hotel,2954,Horse,3919,6873,October,4,Rajasthan,4
V00598,54,Male,Tent,4117,Walk,0,4117,August,4,Maharashtra,3
V00599,31,Male,Tent,3048,Walk,0,3048,July,5,Gujarat,4
V00600,68,Female,Hotel,2424,Helicopter,25,2449,June,4,Rajasthan,2
V00601,26,Female,Hotel,491,Palanquin,6822,7313,October,4,Maharashtra,1
V00602,28,Male,Tent,2930,Helicopter,6900,9830,September,4,Maharashtra,1
V00603,44,Male,Hotel,1271,Horse,5715,6986,June,8,Maharashtra,1
V00604,35,Male,Tent,4917,Walk,0,4917,July,4,Rajasthan,6
V00605,22,Female,Dharamshala,3867,Walk,0,3867,September,8,Madhya Pradesh,4
V00606,23,Female,Tent,3355,Helicopter,3128,6483,August,1,Madhya Pradesh,5
V00607,26,Female,Hotel,4320,Walk,0,4320,May,3,Gujarat,1
V00608,69,Female,Hotel,1472,Horse,2249,3721,July,1,Rajasthan,2
V00609,41,Male,Hotel,4961,Horse,2945,7906,October,1,Rajasthan,5
V00610,55,Male,Tent,2126,Horse,4918,7044,August,8,Delhi,3
V00611,64,Other,Hotel,4784,Walk,0,4784,October,1,Madhya Pradesh,3
V00612,54,Female,Tent,2430,Walk,0,2430,July,7,Rajasthan,5
V00613,46,Male,Dharamshala,2584,Helicopter,6257,8841,May,8,Gujarat,7
V00614,26,Male,Dharamshala,4248,Walk,0,4248,July,5,Madhya Pradesh,2
V00615,43,Female,Tent,1327,Palanquin,2254,3581,May,10,Uttar Pradesh,4
V00616,67,Male,Tent,4244,Horse,4725,8969,August,3,Uttar Pradesh,7
V00617,30,Male,Dharamshala,2466,Palanquin,5376,7842,August,3,Gujarat,7
V00618,58,Female,Dharamshala,3468,Walk,0,3468,July,8,Rajasthan,7
V00619,50,Male,Hotel,2977,Helicopter,5848,8825,May,6,Delhi,2
V00620,20,Male,Hotel,3885,Walk,0,3885,October,8,Rajasthan,1
V00621,50,Male,Hotel,2290,Walk,0,2290,September,7,Madhya Pradesh,2
V00622,57,Female,Tent,2749,Horse,710,3459,June,2,Delhi,2
V00623,46,Male,Hotel,3857,Palanquin,5421,9278,August,9,Gujarat,5
V00624,31,Female,Hotel,3433,Helicopter,5041,8474,June,1,Madhya Pradesh,7
V00625,65,Female,Tent,2047,Walk,0,2047,June,4,Gujarat,2
V00626,44,Male,Tent,644,Walk,0,644,October,7,Maharashtra,3
V00627,20,Male,Tent,4661,Horse,1053,5714,July,5,Rajasthan,4
V00628,35,Male,Tent,979,Horse,4864,5843,August,1,Maharashtra,6
V00629,24,Female,Hotel,4662,Helicopter,3740,8402,July,1,Madhya Pradesh,7
V00630,29,Female,Dharamshala,2165,Walk,0,2165,May,1,Madhya Pradesh,7
V00631,58,Male,Tent,1337,Helicopter,1949,3286,October,10,Uttar Pradesh,1
V00632,33,Male,Hotel,3880,Palanquin,29,3909,October,2,Uttar Pradesh,7
V00633,37,Male,Hotel,2794,Horse,5326,8120,October,3,Delhi,1
V00634,56,Female,Tent,1766,Walk,0,1766,May,2,Uttar Pradesh,1
V00635,52,Male,Tent,1471,Horse,4288,5759,May,3,Madhya Pradesh,3
V00636,52,Female,Dharamshala,3589,Walk,0,3589,June,2,Maharashtra,1
V00637,64,Male,Hotel,2153,Horse,4767,6920,May,6,Rajasthan,4
V00638,54,Female,Dharamshala,515,Walk,0,515,June,6,Uttar Pradesh,7
V00639,53,Male,Hotel,3218,Horse,3926,7144,September,6,Uttar Pradesh,5
V00640,51,Other,Tent,4088,Palanquin,892,4980,May,4,Maharashtra,6
V00641,52,Male,Hotel,1553,Palanquin,3691,5244,August,5,Gujarat,7
V00642,52,Other,Dharamshala,3914,Horse,5854,9768,October,8,Gujarat,4
V00643,67,Male,Hotel,2415,Palanquin,7934,10349,October,6,Gujarat,1
V00644,42,Female,Dharamshala,2150,Walk,0,2150,July,5,Maharashtra,4
V00645,49,Male,Hotel,1455,Walk,0,1455,August,3,Maharashtra,2
V00646,68,Male,Hotel,3598,Walk,0,3598,July,1,Delhi,3
V00647,28,Male,Dharamshala,2349,Horse,5907,8256,September,9,Madhya Pradesh,7
V00648,67,Female,Tent,3531,Helicopter,2678,6209,August,7,Gujarat,1
V00649,56,Male,Tent,4548,Walk,0,4548,August,8,Maharashtra,5
V00650,66,Female,Hotel,4825,Horse,622,5447,June,10,Maharashtra,4
V00651,61,Female,Dharamshala,3221,Horse,5902,9123,October,10,Uttar Pradesh,5
V00652,68,Male,Hotel,422,Walk,0,422,October,5,Delhi,5
V00653,63,Male,Hotel,1111,Palanquin,874,1985,October,9,Delhi,5
V00654,70,Female,Tent,4973,Walk,0,4973,July,7,Uttar Pradesh,4
V00655,30,Male,Dharamshala,2588,Horse,1012,3600,May,2,Rajasthan,3
V00656,50,Male,Hotel,3322,Palanquin,7767,11089,September,9,Rajasthan,5
V00657,68,Female,Dharamshala,4150,Horse,4632,8782,August,10,Maharashtra,6
V00658,55,Male,Hotel,2570,Palanquin,524,3094,May,2,Uttar Pradesh,1
V00659,32,Male,Hotel,3518,Helicopter,2814,6332,June,10,Maharashtra,1
V00660,67,Female,Hotel,3439,Walk,0,3439,June,6,Rajasthan,6
V00661,61,Female,Tent,4540,Helicopter,7397,11937,October,6,Madhya Pradesh,4
V00662,53,Female,Hotel,4042,Palanquin,2986,7028,October,7,Rajasthan,7
V00663,56,Male,Hotel,556,Horse,2945,3501,July,3,Madhya Pradesh,3
V00664,46,Male,Tent,4002,Walk,0,4002,July,2,Maharashtra,7
V00665,25,Female,Tent,3543,Horse,5833,9376,October,2,Uttar Pradesh,1
V00666,56,Male,Hotel,3480,Horse,3557,7037,October,9,Madhya Pradesh,5
V00667,69,Female,Hotel,2494,Horse,2440,4934,July,5,Uttar Pradesh,7
V00668,23,Female,Hotel,2377,Horse,1604,3981,September,9,Uttar Pradesh,6
V00669,37,Male,Tent,665,Horse,756,1421,May,2,Uttar Pradesh,5
V00670,27,Female,Tent,4127,Palanquin,4678,8805,June,10,Madhya Pradesh,6
V00671,42,Female,Tent,4724,Walk,0,4724,September,6,Maharashtra,1
V00672,61,Male,Hotel,2507,Helicopter,3364,5871,September,7,Maharashtra,3
V00673,21,Female,Hotel,3694,Palanquin,1046,4740,June,4,Gujarat,5
V00674,44,Male,Hotel,3175,Horse,5543,8718,July,4,Gujarat,6
V00675,57,Male,Hotel,3254,Horse,6497,9751,July,7,Maharashtra,3
V00676,30,Female,Tent,4621,Walk,0,4621,August,8,Rajasthan,1
V00677,49,Female,Dharamshala,1430,Horse,4411,5841,June,10,Delhi,6
V00678,56,Female,Dharamshala,2638,Horse,3895,6533,May,1,Madhya Pradesh,6
V00679,46,Male,Hotel,4377,Walk,0,4377,September,10,Delhi,7
